Customer ID,Monetary,CLV_Rank,Pct_of_Total,Cumulative_Pct
13078,28883.83,55,0.17,30.45
13098,28658.88,56,0.17,30.62
17857,28566.54,57,0.17,30.790000000000003
15513,27264.45,58,0.16,30.950000000000003
17940,26960.02,59,0.16,31.110000000000003
16333,26626.8,60,0.16,31.270000000000003
18251,26278.86,61,0.16,31.430000000000003
14527,25774.54,62,0.15,31.580000000000002
12731,25673.21,63,0.15,31.73
17865,25649.05,64,0.15,31.88
13802,25491.56,65,0.15,32.03
14062,25434.83,66,0.15,32.18
12939,25264.8,67,0.15,32.33
12621,24579.31,68,0.15,32.48
17920,24509.91,69,0.15,32.629999999999995
14895,24488.82,70,0.15,32.779999999999994
13001,24136.05,71,0.14,32.919999999999995
12682,23945.81,72,0.14,33.059999999999995
15498,23860.81,73,0.14,33.199999999999996
15640,23835.41,74,0.14,33.339999999999996
16525,23350.74,75,0.14,33.48
12409,23090.47,76,0.14,33.62
16133,22228.88,77,0.13,33.75
12540,22107.29,78,0.13,33.88
14051,22104.5,79,0.13,34.010000000000005
13340,22100.56,80,0.13,34.14000000000001
15159,22049.4,81,0.13,34.27000000000001
12482,21893.53,82,0.13,34.40000000000001
14667,21720.59,83,0.13,34.530000000000015
13319,21706.09,84,0.13,34.66000000000002
15749,21535.9,85,0.13,34.79000000000002
17340,21411.64,86,0.13,34.92000000000002
15615,21282.07,87,0.13,35.050000000000026
12753,21024.01,88,0.13,35.18000000000003
16839,20968.27,89,0.13,35.31000000000003
17243,20709.21,90,0.12,35.43000000000003
14866,20657.77,91,0.12,35.550000000000026
12433,20428.86,92,0.12,35.67000000000002
12477,20173.64,93,0.12,35.79000000000002
15251,20095.6,94,0.12,35.91000000000002
18008,19787.13,95,0.12,36.030000000000015
17706,19543.9,96,0.12,36.15000000000001
16843,19528.78,97,0.12,36.27000000000001
17139,19491.61,98,0.12,36.39000000000001
14607,18745.56,99,0.11,36.50000000000001
12557,18716.14,100,0.11,36.61000000000001
14194,18442.87,101,0.11,36.720000000000006
12357,18287.66,102,0.11,36.830000000000005
15808,18248.83,103,0.11,36.940000000000005
17581,18247.47,104,0.11,37.050000000000004
16746,18031.85,105,0.11,37.160000000000004
17377,17851.41,106,0.11,37.27
12647,17682.79,107,0.11,37.38
15078,17576.52,108,0.1,37.480000000000004
16652,17312.83,109,0.1,37.580000000000005
18172,17301.83,110,0.1,37.68000000000001
14952,17244.25,111,0.1,37.78000000000001
17416,17221.47,112,0.1,37.88000000000001
15523,17220.04,113,0.1,37.98000000000001
17735,17162.58,114,0.1,38.08000000000001
13027,17148.0,115,0.1,38.180000000000014
15189,17101.13,116,0.1,38.280000000000015
12472,16956.69,117,0.1,38.38000000000002
15358,16837.35,118,0.1,38.48000000000002
16019,16640.15,119,0.1,38.58000000000002
13113,16600.25,120,0.1,38.68000000000002
16553,16555.87,121,0.1,38.78000000000002
13199,16404.98,122,0.1,38.880000000000024
14961,16328.9,123,0.1,38.980000000000025
16656,16307.72,124,0.1,39.08000000000003
12901,16293.1,125,0.1,39.18000000000003
18092,16173.19,126,0.1,39.28000000000003
16180,16170.27,127,0.1,39.38000000000003
15125,16124.33,128,0.1,39.48000000000003
14733,16050.6,129,0.1,39.580000000000034
12980,15909.390000000001,130,0.1,39.680000000000035
13225,15879.27,131,0.09,39.77000000000004
15044,15841.53,132,0.09,39.86000000000004
13564,15786.720000000001,133,0.09,39.950000000000045
14769,15696.67,134,0.09,40.04000000000005
17716,15671.32,135,0.09,40.13000000000005
17107,15616.82,136,0.09,40.220000000000056
15768,15559.46,137,0.09,40.31000000000006
14849,15542.44,138,0.09,40.40000000000006
13488,15513.73,139,0.09,40.490000000000066
12971,15482.74,140,0.09,40.58000000000007
12949,15391.0,141,0.09,40.67000000000007
16191,15162.12,142,0.09,40.760000000000076
15601,14919.220000000001,143,0.09,40.85000000000008
16126,14646.800000000001,144,0.09,40.94000000000008
16873,14547.03,145,0.09,41.030000000000086
18087,14411.619999999999,146,0.09,41.12000000000009
16713,14380.54,147,0.09,41.21000000000009
12583,14344.9,148,0.09,41.3000000000001
12714,14093.71,149,0.08,41.380000000000095
13178,13997.89,150,0.08,41.46000000000009
12435,13925.93,151,0.08,41.54000000000009
17589,13904.82,152,0.08,41.62000000000009
13090,13771.28,153,0.08,41.70000000000009
15005,13763.27,154,0.08,41.780000000000086
16558,13718.960000000001,155,0.08,41.860000000000085
12476,13715.62,156,0.08,41.94000000000008
15093,13657.880000000001,157,0.08,42.02000000000008
15382,13646.5,158,0.08,42.10000000000008
18223,13497.58,159,0.08,42.18000000000008
15291,13451.24,160,0.08,42.260000000000076
12567,13393.82,161,0.08,42.340000000000074
13629,13370.86,162,0.08,42.42000000000007
15738,13342.12,163,0.08,42.50000000000007
15032,13285.65,164,0.08,42.58000000000007
13969,13212.77,165,0.08,42.66000000000007
16549,13159.64,166,0.08,42.740000000000066
12744,13158.16,167,0.08,42.820000000000064
13468,13091.61,168,0.08,42.90000000000006
14049,13064.03,169,0.08,42.98000000000006
17133,12972.09,170,0.08,43.06000000000006
14110,12957.6,171,0.08,43.14000000000006
13316,12906.93,172,0.08,43.220000000000056
13097,12861.73,173,0.08,43.300000000000054
12989,12846.8,174,0.08,43.38000000000005
14299,12827.77,175,0.08,43.46000000000005
16923,12793.380000000001,176,0.08,43.54000000000005
13952,12790.891,177,0.08,43.62000000000005
13668,12749.14,178,0.08,43.700000000000045
17858,12723.3,179,0.08,43.780000000000044
18225,12650.91,180,0.08,43.86000000000004
13013,12601.82,181,0.08,43.94000000000004
12451,12546.53,182,0.07,44.01000000000004
16814,12491.210000000001,183,0.07,44.08000000000004
14040,12457.84,184,0.07,44.15000000000004
16161,12448.960000000001,185,0.07,44.22000000000004
12683,12418.6,186,0.07,44.29000000000004
12437,12394.85,187,0.07,44.36000000000004
16000,12393.7,188,0.07,44.43000000000004
14936,12378.46,189,0.07,44.50000000000004
14739,12269.57,190,0.07,44.57000000000004
15465,12226.15,191,0.07,44.64000000000004
12481,12217.03,192,0.07,44.71000000000004
14543,12194.01,193,0.07,44.780000000000044
15194,12187.68,194,0.07,44.850000000000044
13854,12158.21,195,0.07,44.920000000000044
15023,12092.19,196,0.07,44.990000000000045
17338,12036.57,197,0.07,45.060000000000045
15144,12006.51,198,0.07,45.130000000000045
12474,11966.45,199,0.07,45.200000000000045
13418,11916.16,200,0.07,45.270000000000046
14415,11915.13,201,0.07,45.340000000000046
14735,11909.710000000001,202,0.07,45.410000000000046
13687,11880.84,203,0.07,45.48000000000005
17044,11867.6,204,0.07,45.55000000000005
13458,11850.62,205,0.07,45.62000000000005
16258,11833.52,206,0.07,45.69000000000005
13050,11822.44,207,0.07,45.76000000000005
16523,11760.54,208,0.07,45.83000000000005
18226,11748.58,209,0.07,45.90000000000005
15555,11744.08,210,0.07,45.97000000000005
14505,11718.8,211,0.07,46.04000000000005
17364,11684.55,212,0.07,46.11000000000005
12705,11554.0,213,0.07,46.18000000000005
13576,11516.15,214,0.07,46.25000000000005
15218,11456.0,215,0.07,46.32000000000005
13102,11440.12,216,0.07,46.39000000000005
12668,11380.710000000001,217,0.07,46.46000000000005
14016,11379.71,218,0.07,46.53000000000005
18055,11163.52,219,0.07,46.60000000000005
13004,11143.99,220,0.07,46.67000000000005
15874,11135.0,221,0.07,46.74000000000005
14134,11123.35,222,0.07,46.81000000000005
14426,11103.97,223,0.07,46.88000000000005
12524,11091.36,224,0.07,46.95000000000005
18052,10877.18,225,0.06,47.010000000000055
13941,10846.15,226,0.06,47.07000000000006
18229,10803.710000000001,227,0.06,47.13000000000006
12431,10719.41,228,0.06,47.19000000000006
16327,10705.52,229,0.06,47.250000000000064
16033,10692.39,230,0.06,47.310000000000066
14796,10691.12,231,0.06,47.37000000000007
16984,10599.42,232,0.06,47.43000000000007
15694,10566.46,233,0.06,47.49000000000007
16985,10545.76,234,0.06,47.550000000000075
16168,10539.08,235,0.06,47.61000000000008
17809,10498.85,236,0.06,47.67000000000008
13324,10421.369999999999,237,0.06,47.73000000000008
15290,10355.58,238,0.06,47.790000000000084
16782,10348.960000000001,239,0.06,47.85000000000009
15296,10223.93,240,0.06,47.91000000000009
17160,10201.36,241,0.06,47.97000000000009
14422,10200.92,242,0.06,48.03000000000009
17448,10192.73,243,0.06,48.090000000000096
15547,10140.89,244,0.06,48.1500000000001
15719,10134.36,245,0.06,48.2100000000001
14085,10092.22,246,0.06,48.2700000000001
12766,10026.43,247,0.06,48.330000000000105
16353,9985.93,248,0.06,48.39000000000011
13985,9982.31,249,0.06,48.45000000000011
16182,9971.65,250,0.06,48.51000000000011
14101,9942.13,251,0.06,48.570000000000114
12839,9927.83,252,0.06,48.630000000000116
13680,9915.56,253,0.06,48.69000000000012
16131,9866.27,254,0.06,48.75000000000012
12590,9853.48,255,0.06,48.81000000000012
14755,9851.45,256,0.06,48.870000000000125
12490,9818.64,257,0.06,48.93000000000013
14828,9803.460000000001,258,0.06,48.99000000000013
13599,9790.34,259,0.06,49.05000000000013
12758,9779.0,260,0.06,49.110000000000134
18109,9754.66,261,0.06,49.17000000000014
18260,9751.95,262,0.06,49.23000000000014
17306,9751.77,263,0.06,49.29000000000014
13018,9742.81,264,0.06,49.35000000000014
13327,9741.03,265,0.06,49.410000000000146
14329,9735.52,266,0.06,49.47000000000015
15805,9708.92,267,0.06,49.53000000000015
17230,9695.91,268,0.06,49.59000000000015
14944,9674.92,269,0.06,49.650000000000155
14045,9660.63,270,0.06,49.71000000000016
16701,9614.59,271,0.06,49.77000000000016
14135,9605.05,272,0.06,49.83000000000016
17049,9593.78,273,0.06,49.890000000000164
17315,9558.55,274,0.06,49.950000000000166
14091,9530.08,275,0.06,50.01000000000017
13267,9512.210000000001,276,0.06,50.07000000000017
14060,9503.14,277,0.06,50.13000000000017
12539,9498.9,278,0.06,50.190000000000175
13174,9494.84,279,0.06,50.25000000000018
13735,9472.81,280,0.06,50.31000000000018
17811,9448.53,281,0.06,50.37000000000018
15727,9445.51,282,0.06,50.430000000000184
14439,9443.04,283,0.06,50.49000000000019
13999,9438.01,284,0.06,50.55000000000019
17757,9342.84,285,0.06,50.61000000000019
17504,9313.37,286,0.06,50.67000000000019
15981,9268.07,287,0.06,50.730000000000196
13758,9263.14,288,0.06,50.7900000000002
15570,9246.99,289,0.06,50.8500000000002
16550,9169.32,290,0.05,50.9000000000002
14367,9167.82,291,0.05,50.950000000000195
12747,9164.59,292,0.05,51.00000000000019
13756,9147.2,293,0.05,51.05000000000019
15249,9147.15,294,0.05,51.100000000000186
17068,9126.43,295,0.05,51.15000000000018
13162,9116.94,296,0.05,51.20000000000018
15260,9098.38,297,0.05,51.25000000000018
16709,9087.460000000001,298,0.05,51.300000000000175
16700,9084.06,299,0.05,51.35000000000017
15939,9047.64,300,0.05,51.40000000000017
15150,8990.58,301,0.05,51.450000000000166
16186,8983.91,302,0.05,51.50000000000016
15867,8974.85,303,0.05,51.55000000000016
16722,8967.83,304,0.05,51.60000000000016
13555,8906.34,305,0.05,51.650000000000155
14292,8887.9,306,0.05,51.70000000000015
17576,8885.66,307,0.05,51.75000000000015
14709,8866.48,308,0.05,51.800000000000146
13269,8861.39,309,0.05,51.85000000000014
15903,8859.82,310,0.05,51.90000000000014
16532,8756.64,311,0.05,51.95000000000014
13069,8747.47,312,0.05,52.000000000000135
12359,8714.89,313,0.05,52.05000000000013
13263,8704.69,314,0.05,52.10000000000013
15502,8673.53,315,0.05,52.15000000000013
15984,8671.12,316,0.05,52.200000000000124
18041,8669.65,317,0.05,52.25000000000012
15497,8643.46,318,0.05,52.30000000000012
12957,8628.42,319,0.05,52.350000000000115
15955,8622.61,320,0.05,52.40000000000011
16945,8530.66,321,0.05,52.45000000000011
17396,8529.6,322,0.05,52.50000000000011
12798,8510.93,323,0.05,52.550000000000104
13047,8466.72,324,0.05,52.6000000000001
13448,8447.75,325,0.05,52.6500000000001
13715,8438.34,326,0.05,52.700000000000095
13209,8438.06,327,0.05,52.75000000000009
14160,8421.47,328,0.05,52.80000000000009
14286,8396.7,329,0.05,52.85000000000009
18139,8393.22,330,0.05,52.900000000000084
15786,8392.85,331,0.05,52.95000000000008
15298,8356.03,332,0.05,53.00000000000008
14057,8338.28,333,0.05,53.050000000000075
15281,8317.62,334,0.05,53.10000000000007
17686,8296.81,335,0.05,53.15000000000007
14676,8285.49,336,0.05,53.20000000000007
15034,8282.45,337,0.05,53.250000000000064
13206,8280.13,338,0.05,53.30000000000006
12637,8271.66,339,0.05,53.35000000000006
15998,8220.39,340,0.05,53.400000000000055
14146,8208.87,341,0.05,53.45000000000005
17365,8205.83,342,0.05,53.50000000000005
17611,8205.38,343,0.05,53.55000000000005
13139,8193.83,344,0.05,53.600000000000044
13381,8185.02,345,0.05,53.65000000000004
14395,8160.81,346,0.05,53.70000000000004
14030,8145.59,347,0.05,53.750000000000036
15544,8134.12,348,0.05,53.80000000000003
14525,8129.8099999999995,349,0.05,53.85000000000003
14056,8124.4,350,0.05,53.90000000000003
13148,8123.6,351,0.05,53.950000000000024
13869,8111.57,352,0.05,54.00000000000002
15482,8107.83,353,0.05,54.05000000000002
16672,8093.59,354,0.05,54.100000000000016
17017,8087.41,355,0.05,54.15000000000001
13426,8076.76,356,0.05,54.20000000000001
12720,8047.88,357,0.05,54.25000000000001
17593,8044.0,358,0.05,54.300000000000004
16767,7971.8,359,0.05,54.35
12380,7888.0,360,0.05,54.4
12643,7880.9,361,0.05,54.449999999999996
12428,7877.2,362,0.05,54.49999999999999
12867,7862.69,363,0.05,54.54999999999999
14282,7844.66,364,0.05,54.59999999999999
14291,7844.4,365,0.05,54.649999999999984
16303,7823.72,366,0.05,54.69999999999998
13871,7804.95,367,0.05,54.74999999999998
17409,7793.51,368,0.05,54.799999999999976
16670,7786.66,369,0.05,54.84999999999997
17238,7783.1,370,0.05,54.89999999999997
17091,7777.5,371,0.05,54.94999999999997
17085,7757.41,372,0.05,54.999999999999964
17730,7757.35,373,0.05,55.04999999999996
17739,7718.14,374,0.05,55.09999999999996
13137,7667.37,375,0.05,55.149999999999956
16592,7624.46,376,0.05,55.19999999999995
16556,7610.2300000000005,377,0.05,55.24999999999995
17426,7606.37,378,0.05,55.29999999999995
13373,7587.1900000000005,379,0.05,55.349999999999945
15046,7583.38,380,0.05,55.39999999999994
14159,7571.88,381,0.05,55.44999999999994
15301,7561.21,382,0.05,55.499999999999936
13141,7536.63,383,0.05,55.54999999999993
13709,7512.81,384,0.04,55.58999999999993
17690,7438.6,385,0.04,55.62999999999993
12429,7435.51,386,0.04,55.66999999999993
16242,7433.3,387,0.04,55.70999999999993
15179,7426.82,388,0.04,55.74999999999993
14800,7415.59,389,0.04,55.78999999999993
12841,7390.4800000000005,390,0.04,55.82999999999993
17696,7380.89,391,0.04,55.869999999999926
14243,7365.36,392,0.04,55.909999999999926
14175,7350.44,393,0.04,55.949999999999925
17602,7337.43,394,0.04,55.989999999999924
13534,7324.5,395,0.04,56.02999999999992
15622,7318.08,396,0.04,56.06999999999992
13815,7285.79,397,0.04,56.10999999999992
16253,7276.91,398,0.04,56.14999999999992
13082,7268.92,399,0.04,56.18999999999992
15299,7243.62,400,0.04,56.22999999999992
14092,7209.74,401,0.04,56.26999999999992
15270,7193.99,402,0.04,56.30999999999992
14688,7190.08,403,0.04,56.349999999999916
16745,7170.7,404,0.04,56.389999999999915
14841,7163.0,405,0.04,56.429999999999914
13451,7119.97,406,0.04,56.469999999999914
17965,7117.78,407,0.04,56.50999999999991
17231,7091.07,408,0.04,56.54999999999991
16729,7076.28,409,0.04,56.58999999999991
13183,7010.88,410,0.04,56.62999999999991
13831,7009.18,411,0.04,56.66999999999991
14145,7006.05,412,0.04,56.70999999999991
17769,6994.66,413,0.04,56.74999999999991
13983,6993.41,414,0.04,56.78999999999991
12712,6979.66,415,0.04,56.829999999999906
12662,6949.17,416,0.04,56.869999999999905
15950,6938.51,417,0.04,56.909999999999904
17975,6927.68,418,0.04,56.9499999999999
16265,6893.62,419,0.04,56.9899999999999
15129,6860.18,420,0.04,57.0299999999999
18231,6848.17,421,0.04,57.0699999999999
16570,6841.82,422,0.04,57.1099999999999
16187,6841.24,423,0.04,57.1499999999999
16170,6813.67,424,0.04,57.1899999999999
12830,6748.4,425,0.04,57.2299999999999
12417,6708.21,426,0.04,57.2699999999999
14401,6703.4,427,0.04,57.309999999999896
12913,6700.860000000001,428,0.04,57.349999999999895
14461,6697.6,429,0.04,57.389999999999894
14702,6695.72,430,0.04,57.42999999999989
16497,6695.28,431,0.04,57.46999999999989
16145,6693.6,432,0.04,57.50999999999989
15750,6692.551,433,0.04,57.54999999999989
13993,6690.36,434,0.04,57.58999999999989
14844,6688.43,435,0.04,57.62999999999989
13520,6680.65,436,0.04,57.66999999999989
15521,6674.44,437,0.04,57.70999999999989
18118,6670.07,438,0.04,57.749999999999886
17001,6640.8,439,0.04,57.789999999999885
13953,6640.68,440,0.04,57.829999999999885
13384,6635.09,441,0.04,57.869999999999884
17700,6630.87,442,0.04,57.90999999999988
16401,6628.99,443,0.04,57.94999999999988
13552,6618.63,444,0.04,57.98999999999988
12613,6591.52,445,0.04,58.02999999999988
14388,6589.3,446,0.04,58.06999999999988
17819,6568.719999999999,447,0.04,58.10999999999988
15321,6560.650000000001,448,0.04,58.14999999999988
15332,6553.74,449,0.04,58.18999999999988
12836,6546.47,450,0.04,58.229999999999876
15980,6546.28,451,0.04,58.269999999999875
14440,6526.83,452,0.04,58.309999999999874
14855,6520.3,453,0.04,58.34999999999987
16655,6513.27,454,0.04,58.38999999999987
14221,6506.59,455,0.04,58.42999999999987
12823,6501.5,456,0.04,58.46999999999987
18061,6480.47,457,0.04,58.50999999999987
17419,6474.92,458,0.04,58.54999999999987
13015,6465.72,459,0.04,58.58999999999987
14766,6431.9800000000005,460,0.04,58.62999999999987
15673,6409.84,461,0.04,58.66999999999987
12779,6406.76,462,0.04,58.709999999999866
12755,6406.349999999999,463,0.04,58.749999999999865
12626,6388.35,464,0.04,58.789999999999864
12356,6373.68,465,0.04,58.82999999999986
14562,6363.85,466,0.04,58.86999999999986
12843,6345.61,467,0.04,58.90999999999986
13883,6342.74,468,0.04,58.94999999999986
16710,6336.34,469,0.04,58.98999999999986
12749,6328.49,470,0.04,59.02999999999986
14227,6327.31,471,0.04,59.06999999999986
13394,6323.88,472,0.04,59.10999999999986
14390,6323.33,473,0.04,59.14999999999986
18094,6322.62,474,0.04,59.189999999999856
12656,6320.78,475,0.04,59.229999999999855
13230,6317.22,476,0.04,59.269999999999854
16717,6309.96,477,0.04,59.30999999999985
13654,6308.0,478,0.04,59.34999999999985
12484,6303.85,479,0.04,59.38999999999985
13590,6298.29,480,0.04,59.42999999999985
14154,6263.6,481,0.04,59.46999999999985
14004,6258.45,482,0.04,59.50999999999985
13334,6257.0,483,0.04,59.54999999999985
16940,6245.41,484,0.04,59.58999999999985
17838,6239.55,485,0.04,59.629999999999846
18245,6236.2300000000005,486,0.04,59.669999999999845
17873,6229.56,487,0.04,59.709999999999845
15674,6217.85,488,0.04,59.749999999999844
17799,6216.74,489,0.04,59.78999999999984
13615,6212.2300000000005,490,0.04,59.82999999999984
12497,6211.75,491,0.04,59.86999999999984
16938,6209.93,492,0.04,59.90999999999984
16456,6185.41,493,0.04,59.94999999999984
14113,6156.75,494,0.04,59.98999999999984
17669,6142.35,495,0.04,60.02999999999984
14852,6123.63,496,0.04,60.06999999999984
13935,6116.92,497,0.04,60.109999999999836
14180,6110.75,498,0.04,60.149999999999835
17509,6100.74,499,0.04,60.189999999999834
14907,6094.6900000000005,500,0.04,60.22999999999983
13136,6077.8,501,0.04,60.26999999999983
14530,6077.15,502,0.04,60.30999999999983
12406,6072.21,503,0.04,60.34999999999983
13317,6068.531,504,0.04,60.38999999999983
17625,6067.8,505,0.04,60.42999999999983
18178,6054.49,506,0.04,60.46999999999983
12664,6052.04,507,0.04,60.50999999999983
14560,6050.44,508,0.04,60.54999999999983
16954,6037.33,509,0.04,60.589999999999826
12835,6018.67,510,0.04,60.629999999999825
16103,6002.76,511,0.04,60.669999999999824
13266,5965.3,512,0.04,60.70999999999982
17491,5964.12,513,0.04,60.74999999999982
14918,5955.81,514,0.04,60.78999999999982
15372,5954.42,515,0.04,60.82999999999982
14257,5942.0,516,0.04,60.86999999999982
15755,5936.95,517,0.04,60.90999999999982
16156,5933.59,518,0.04,60.94999999999982
17685,5928.17,519,0.04,60.98999999999982
12455,5879.95,520,0.04,61.029999999999816
14535,5872.63,521,0.04,61.069999999999816
12500,5872.31,522,0.04,61.109999999999815
16011,5867.01,523,0.04,61.149999999999814
17644,5864.54,524,0.04,61.18999999999981
18065,5836.88,525,0.03,61.219999999999814
15785,5825.33,526,0.03,61.249999999999815
14210,5814.320000000001,527,0.03,61.279999999999816
17457,5799.01,528,0.03,61.30999999999982
15581,5797.780000000001,529,0.03,61.33999999999982
17146,5795.99,530,0.03,61.36999999999982
14534,5786.42,531,0.03,61.39999999999982
13658,5772.07,532,0.03,61.42999999999982
13769,5766.63,533,0.03,61.45999999999982
14189,5764.62,534,0.03,61.489999999999824
12910,5747.02,535,0.03,61.519999999999825
17863,5745.2,536,0.03,61.54999999999983
13771,5726.07,537,0.03,61.57999999999983
17069,5718.4,538,0.03,61.60999999999983
16458,5715.34,539,0.03,61.63999999999983
16409,5709.04,540,0.03,61.66999999999983
17672,5707.08,541,0.03,61.69999999999983
14105,5703.9800000000005,542,0.03,61.72999999999983
14099,5700.51,543,0.03,61.759999999999835
16279,5692.18,544,0.03,61.789999999999836
13870,5689.84,545,0.03,61.81999999999984
13157,5667.71,546,0.03,61.84999999999984
12727,5646.53,547,0.03,61.87999999999984
12347,5633.32,548,0.03,61.90999999999984
17651,5632.59,549,0.03,61.93999999999984
16735,5632.01,550,0.03,61.96999999999984
16200,5629.95,551,0.03,61.999999999999844
13722,5629.16,552,0.03,62.029999999999845
14249,5625.461,553,0.03,62.059999999999846
15485,5624.51,554,0.03,62.08999999999985
16003,5613.83,555,0.03,62.11999999999985
13842,5604.96,556,0.03,62.14999999999985
15628,5603.360000000001,557,0.03,62.17999999999985
18145,5600.09,558,0.03,62.20999999999985
13901,5599.34,559,0.03,62.23999999999985
12633,5595.21,560,0.03,62.269999999999854
17059,5584.83,561,0.03,62.299999999999855
15854,5583.81,562,0.03,62.329999999999856
18075,5579.91,563,0.03,62.35999999999986
17203,5575.88,564,0.03,62.38999999999986
14572,5573.28,565,0.03,62.41999999999986
15228,5570.5199999999995,566,0.03,62.44999999999986
12615,5564.88,567,0.03,62.47999999999986
17092,5563.31,568,0.03,62.50999999999986
15898,5534.36,569,0.03,62.539999999999864
16316,5533.31,570,0.03,62.569999999999865
14112,5524.51,571,0.03,62.599999999999866
13593,5475.21,572,0.03,62.62999999999987
16992,5460.1,573,0.03,62.65999999999987
16393,5456.5,574,0.03,62.68999999999987
16609,5450.96,575,0.03,62.71999999999987
14732,5447.52,576,0.03,62.74999999999987
12480,5435.1,577,0.03,62.77999999999987
17512,5432.27,578,0.03,62.809999999999874
15514,5422.28,579,0.03,62.839999999999876
12378,5416.32,580,0.03,62.86999999999988
16008,5384.13,581,0.03,62.89999999999988
16607,5375.18,582,0.03,62.92999999999988
14626,5374.77,583,0.03,62.95999999999988
13115,5374.45,584,0.03,62.98999999999988
14713,5372.47,585,0.03,63.01999999999988
17719,5367.8,586,0.03,63.04999999999988
13362,5357.57,587,0.03,63.079999999999885
15641,5345.55,588,0.03,63.109999999999886
14459,5339.1410000000005,589,0.03,63.13999999999989
13975,5327.29,590,0.03,63.16999999999989
17584,5294.42,591,0.03,63.19999999999989
12362,5284.58,592,0.03,63.22999999999989
14442,5272.02,593,0.03,63.25999999999989
17204,5263.69,594,0.03,63.28999999999989
17346,5258.02,595,0.03,63.319999999999894
15394,5251.4,596,0.03,63.349999999999895
13931,5250.78,597,0.03,63.379999999999896
14081,5250.05,598,0.03,63.4099999999999
13495,5246.61,599,0.03,63.4399999999999
16931,5233.62,600,0.03,63.4699999999999
13014,5220.83,601,0.03,63.4999999999999
17084,5199.72,602,0.03,63.5299999999999
15152,5197.97,603,0.03,63.5599999999999
15812,5186.17,604,0.03,63.589999999999904
13763,5181.99,605,0.03,63.619999999999905
17612,5156.14,606,0.03,63.649999999999906
17157,5139.45,607,0.03,63.67999999999991
14930,5136.64,608,0.03,63.70999999999991
16904,5132.37,609,0.03,63.73999999999991
15722,5120.05,610,0.03,63.76999999999991
16308,5120.0,611,0.03,63.79999999999991
12708,5118.16,612,0.03,63.82999999999991
15443,5116.14,613,0.03,63.859999999999914
17061,5116.13,614,0.03,63.889999999999915
13107,5109.62,615,0.03,63.919999999999916
17519,5102.8,616,0.03,63.94999999999992
12625,5095.38,617,0.03,63.97999999999992
15529,5084.5,618,0.03,64.00999999999992
18198,5083.06,619,0.03,64.03999999999992
17663,5081.04,620,0.03,64.06999999999992
17213,5078.93,621,0.03,64.09999999999992
17861,5064.59,622,0.03,64.12999999999992
14307,5063.08,623,0.03,64.15999999999993
12432,5059.32,624,0.03,64.18999999999993
18144,5058.0,625,0.03,64.21999999999993
16919,5053.81,626,0.03,64.24999999999993
16686,5051.57,627,0.03,64.27999999999993
17402,5047.08,628,0.03,64.30999999999993
12395,5046.92,629,0.03,64.33999999999993
12594,5044.51,630,0.03,64.36999999999993
15527,5041.78,631,0.03,64.39999999999993
16153,5037.51,632,0.03,64.42999999999994
